Campaign_ID,Channel,Region,Campaign_Type,Date,Budget,Leads_Generated,Conversions,Revenue,Cost_per_Lead,Conversion_Rate,ROI,Cost_per_Conversion,Revenue_per_Lead,Efficiency_Score
CMP_0160,SEO,West,Awareness,2025-05-05,48527,9470,2572,2502556,5.12428722280887,0.2715945089757128,50.57038349784656,18.86741835147745,264.26145723336856,14.006232983786838
CMP_0161,SEO,South,Awareness,2025-06-17,16691,1935,298,307834,8.625839793281655,0.1540051679586563,17.443113054939786,56.01006711409396,159.08733850129198,2.840334723706489
CMP_0162,Email,East,Awareness,2025-02-27,5492,503,90,170100,10.918489065606362,0.1789264413518886,29.972323379461034,61.022222222222226,338.1709741550696,5.541767602686865
CMP_0163,Referral,North,Awareness,2025-01-28,32882,5581,890,1450700,5.891775667443111,0.1594696290987278,43.11836263001034,36.94606741573034,259.9354954309264,7.035538925050924
CMP_0164,Email,West,Conversion,2025-01-26,13811,1366,237,222306,10.110541727672036,0.1734992679355783,15.096300050684237,58.27426160337553,162.74231332357246,2.7926962752651274
CMP_0165,SEO,North,Conversion,2025-04-23,32808,3113,597,796398,10.53902987471892,0.1917764214584002,23.27450621799561,54.95477386934673,255.82974622550594,4.655277935156884
CMP_0166,Social Media,North,Consideration,2025-03-07,29272,2484,662,480612,11.784219001610309,0.2665056360708535,15.418830281497677,44.21752265861027,193.4830917874396,4.375710807709929
CMP_0167,Paid Ads,East,Conversion,2025-06-02,33399,2319,640,1258880,14.402328589909445,0.2759810263044415,36.69214647145124,52.1859375,542.8546787408366,10.402317266808447
CMP_0168,SEO,East,Awareness,2025-05-11,11474,1015,231,217371,11.304433497536946,0.2275862068965517,17.9446574864912,49.67099567099567,214.15862068965518,4.311542738304894
CMP_0169,Email,West,Consideration,2025-02-13,31956,3300,939,840405,9.683636363636364,0.2845454545454545,25.298817123544875,34.031948881789134,254.6681818181818,7.48320887242686
CMP_0170,Paid Ads,East,Consideration,2025-04-07,47506,7178,893,1095711,6.618278071886319,0.1244079130677068,22.064686565907465,53.19820828667413,152.64850933407635,2.8694295212253227
CMP_0171,Email,East,Consideration,2025-02-11,18979,1127,142,82786,16.84028393966282,0.1259982253771073,3.3619790294536065,133.6549295774648,73.4569653948536,0.5496016168433115
CMP_0172,Email,East,Awareness,2025-01-06,49523,4039,612,940032,12.261203268135676,0.1515226541223075,17.981725662823333,80.91993464052288,232.7387967318643,2.876161452252508
CMP_0173,Social Media,North,Conversion,2025-06-16,47565,8150,2081,2480552,5.836196319018405,0.2553374233128834,51.15078313886261,22.85679961556944,304.36220858895706,13.316046590426145
CMP_0174,Paid Ads,West,Awareness,2025-06-29,33328,2400,394,390848,13.886666666666668,0.1641666666666666,10.7273163706193,84.58883248730965,162.85333333333332,1.9252344375100015
CMP_0175,Paid Ads,South,Consideration,2025-01-23,17867,1811,335,599985,9.865819988956378,0.1849806736609608,32.5806234958303,53.33432835820896,331.3003865267808,6.2117663562137775
CMP_0176,Social Media,North,Awareness,2025-03-30,30851,5543,1219,2002817,5.5657586144687,0.2199170124481327,63.91903017730382,25.3084495488105,361.32365145228215,14.27679916762283
CMP_0177,SEO,East,Awareness,2025-05-03,36279,2657,912,1339728,13.654121189311253,0.3432442604441099,35.928471016290416,39.7796052631579,504.22581859239745,12.675485723318351
CMP_0178,Email,North,Conversion,2025-06-27,35527,2217,230,195960,16.024808299503835,0.103743797925124,4.515804880794889,154.46521739130435,88.38971583220568,0.5722305469475979
CMP_0179,Referral,East,Conversion,2025-06-20,12866,1578,465,734700,8.153358681875792,0.2946768060836502,56.103995025649,27.668817204301074,465.5893536121673,16.827222868774896
CMP_0180,Email,East,Consideration,2025-05-27,20449,1950,586,315854,10.486666666666666,0.3005128205128205,14.445938676707907,34.89590443686007,161.97641025641025,4.641702597205556
CMP_0181,Email,North,Awareness,2025-02-20,15685,2109,716,1331044,7.437174016121385,0.339497392128971,83.86094995218362,21.906424581005588,631.1256519677572,28.81007120235347
CMP_0182,SEO,West,Awareness,2025-01-11,28544,4868,1848,2104872,5.863599013968775,0.3796220213640098,72.74131165919283,15.445887445887445,432.38948233360725,27.99382579009621
CMP_0183,Email,East,Conversion,2025-01-12,10451,737,78,52416,14.180461329715062,0.1058344640434192,4.015405224380442,133.98717948717947,71.12075983717774,0.530802723882869
CMP_0184,Social Media,West,Awareness,2025-03-15,26642,3652,533,404014,7.295180722891566,0.145947426067908,14.164552210794984,49.98499061913696,110.62814895947426,2.213227362637932
CMP_0185,Social Media,South,Awareness,2025-01-08,46316,5827,2131,2165096,7.948515531148104,0.365711343744637,45.7461784264617,21.73439699671516,371.56272524455125,17.09560772726787
CMP_0186,Paid Ads,East,Awareness,2025-06-01,44954,3219,764,938956,13.96520658589624,0.237340789064927,19.88704008542065,58.840314136125656,291.69182976079526,4.957346575104498
CMP_0187,Referral,West,Conversion,2025-02-10,43870,6299,1696,1733312,6.964597555167487,0.2692490871566915,38.510189195349895,25.86674528301887,275.1725670741387,10.638082374236136
CMP_0188,Email,West,Consideration,2025-06-13,36030,3280,980,1311240,10.984756097560975,0.298780487804878,35.39300582847627,36.765306122448976,399.7682926829268,10.87352003411791
CMP_0189,Email,South,Consideration,2025-03-26,35873,4418,1341,826056,8.11973743775464,0.303531009506564,22.02723496780308,26.750932140193886,186.97510185604347,6.989479875922121
CMP_0190,SEO,West,Awareness,2025-03-13,5619,350,132,90156,16.054285714285715,0.3771428571428571,15.04484783769354,42.56818181818182,257.5885714285714,6.051199755930135
CMP_0191,Social Media,West,Consideration,2025-02-24,38650,4596,1834,3005926,8.409486510008703,0.3990426457789382,76.77298835705045,21.074154852780808,654.0308964316797,31.03473904413197
CMP_0192,Referral,South,Conversion,2025-05-17,30372,2914,920,608120,10.422786547700754,0.3157172271791352,19.02238904253918,33.01304347826087,208.68908716540838,6.32141315001237
CMP_0193,Paid Ads,East,Conversion,2025-02-16,8642,1498,278,289676,5.769025367156209,0.1855807743658211,32.51955565841241,31.086330935251798,193.37516688918558,6.220585095486415
CMP_0194,Social Media,West,Consideration,2025-05-23,33001,1932,703,1237280,17.08126293995859,0.363871635610766,36.49219720614527,46.94310099573257,640.4140786749482,13.642347120041471
CMP_0195,Paid Ads,West,Consideration,2025-06-25,39064,4406,505,675690,8.86609169314571,0.1146164321379936,16.296999795207864,77.35445544554456,153.3567862006355,1.9825204032183321
CMP_0196,SEO,West,Awareness,2025-04-14,34290,4072,689,1094821,8.420923379174853,0.1692043222003929,30.928288130650337,49.7677793904209,268.86566797642433,5.40240435216554
CMP_0197,SEO,North,Consideration,2025-02-11,19122,3035,1120,1784160,6.300494233937397,0.3690280065897858,92.30404769375588,17.073214285714286,587.8616144975289,34.431806727185034
CMP_0198,Email,South,Awareness,2025-03-01,29820,4059,717,678282,7.346637102734664,0.1766444937176644,21.74587525150905,41.58995815899581,167.10569105691056,4.01793361796797
CMP_0199,Referral,North,Awareness,2025-01-12,7895,1184,196,179340,6.668074324324325,0.1655405405405405,21.71564281190627,40.28061224489796,151.46959459459458,3.7603597898088084
CMP_0200,Paid Ads,South,Conversion,2025-05-10,10366,1726,244,251564,6.005793742757821,0.1413673232908459,23.26818444916072,42.48360655737705,145.7497103128621,3.430728276706382
CMP_0201,Social Media,East,Conversion,2025-01-07,13711,2458,879,826260,5.5781122864117165,0.3576078112286411,59.26256290569616,15.598407281001137,336.1513425549227,21.550363219734304
CMP_0202,SEO,East,Conversion,2025-03-21,24596,2387,596,737252,10.304147465437788,0.2496857980728948,28.974467393072043,41.26845637583892,308.8613322161709,7.484198812849157
CMP_0203,Email,West,Conversion,2025-05-11,23793,3109,940,905220,7.652943068510775,0.3023480218719845,37.045643676711634,25.311702127659576,291.1611450627211,11.503025106500141
CMP_0204,Email,South,Consideration,2025-04-19,13199,2323,398,356210,5.681876883340508,0.1713301764959104,25.987650579589364,33.163316582914575,153.34050796383985,4.6237989370110055
CMP_0205,Paid Ads,East,Conversion,2025-01-03,15717,3118,1020,1234200,5.04073123797306,0.327132777421424,77.52643634281351,15.408823529411764,395.830660679923,25.688571221831232
CMP_0206,SEO,South,Consideration,2025-01-27,41191,7555,2478,2215332,5.452150893448048,0.327994705493051,52.78194265737661,16.6226795803067,293.22726671078755,17.640192442750397
CMP_0207,Referral,East,Conversion,2025-04-24,15211,1608,311,256575,9.45957711442786,0.1934079601990049,15.867727302609952,48.90996784565916,159.5615671641791,3.2623527307908553
CMP_0208,SEO,North,Consideration,2025-04-17,28360,2248,501,808614,12.615658362989324,0.222864768683274,27.51248236953456,56.60678642714571,359.7037366548043,6.354427787872248
CMP_0209,Paid Ads,East,Awareness,2025-02-09,26542,3275,533,665717,8.10442748091603,0.1627480916030534,24.081644186572227,49.79737335834897,203.27236641221373,4.081989725631449
CMP_0210,Paid Ads,North,Consideration,2025-06-10,36312,5855,2300,3663900,6.201878736122972,0.3928266438941076,99.90052875082615,15.787826086956521,625.7728437233134,39.636416076327954
CMP_0211,SEO,East,Consideration,2025-05-09,41435,5133,1507,2545323,8.072277420611728,0.2935904928891486,60.42929890189453,27.49502322495023,495.87434248977206,18.035058142442054
CMP_0212,Paid Ads,West,Conversion,2025-01-08,33247,4071,1548,1766268,8.166789486612625,0.3802505526897568,52.1256353956748,21.477390180878555,433.8658806190125,20.201052221199852
CMP_0213,SEO,North,Consideration,2025-04-11,27357,4807,918,654534,5.691075514874142,0.190971499895985,22.925649742296304,29.80065359477124,136.16267942583733,4.5691172172723125
CMP_0214,Social Media,East,Awareness,2025-06-09,46045,4798,1605,2982090,9.596706961233847,0.33451438099208,63.76468671951352,28.68847352024922,621.5277198832847,21.664719088124052
CMP_0215,SEO,West,Awareness,2025-05-04,32691,5850,1929,1674372,5.588205128205129,0.3297435897435897,50.2181334312196,16.947122861586315,286.2174358974359,16.888851177576512
CMP_0216,SEO,North,Conversion,2025-06-25,17424,1934,594,325512,9.009307135470529,0.3071354705274043,17.681818181818183,29.333333333333332,168.31023784901757,5.737849017580146
CMP_0217,Paid Ads,West,Awareness,2025-04-17,23852,2366,922,1452150,10.08114961961116,0.389687235841082,59.88168707026664,25.86984815618221,613.7573964497042,23.72481634775395
CMP_0218,Paid Ads,South,Consideration,2025-04-11,27601,3259,710,1286520,8.469162319729978,0.2178582387235348,45.61135466106301,38.874647887323945,394.7591285670451,10.154667630977212
CMP_0219,Email,South,Awareness,2025-01-04,23020,3783,526,926812,6.085117631509384,0.1390430874966957,39.26116420503909,43.76425855513308,244.9939201691779,5.5980365772800855
CMP_0220,Email,North,Conversion,2025-04-20,13155,906,273,172536,14.519867549668874,0.3013245033112582,12.115621436716076,48.18681318681319,190.43708609271522,3.9520581150369636
CMP_0221,Social Media,East,Consideration,2025-01-19,8583,682,217,325066,12.585043988269796,0.3181818181818182,36.87323779564255,39.55299539170507,476.6363636363636,12.050575662249903
CMP_0222,Email,North,Conversion,2025-02-01,20515,3953,1077,1383945,5.189729319504174,0.2724513028079939,66.46015110894467,19.048282265552462,350.0999241082722,18.379606057256115
CMP_0223,SEO,West,Consideration,2025-05-17,41777,3188,516,871524,13.104454203262234,0.1618569636135508,19.861335184431624,80.96317829457364,273.3764115432873,3.3765523698766367
CMP_0224,Paid Ads,East,Awareness,2025-01-12,24710,3339,839,1591583,7.40041928721174,0.2512728361784965,63.41048158640227,29.451728247914183,476.664570230608,16.184604387838124
CMP_0225,Email,South,Conversion,2025-05-19,48178,6595,1277,1113544,7.305231235784685,0.1936315390447308,22.1131221719457,37.72748629600626,168.8467020470053,4.475429418282738
CMP_0226,Email,East,Conversion,2025-02-15,29532,3645,831,812718,8.102057613168725,0.2279835390946502,26.51991060544494,35.537906137184116,222.9679012345679,6.274086615397736
CMP_0227,Social Media,South,Consideration,2025-04-29,23601,3462,1016,1352296,6.817157712305026,0.2934719815135759,56.2982500741494,23.22933070866142,390.6112073945696,16.815430986521026
CMP_0228,Social Media,East,Conversion,2025-01-16,9967,841,272,312528,11.851367419738407,0.3234244946492271,30.35627570984248,36.643382352941174,371.614744351962,10.14138762553764
CMP_0229,SEO,East,Consideration,2025-05-09,23753,3156,535,631835,7.526299112801014,0.1695183776932826,25.60021891971541,44.39813084112149,200.2012040557668,4.5092259575563185
CMP_0230,Paid Ads,East,Consideration,2025-03-04,25022,2647,586,695582,9.452965621458254,0.2213826973932754,26.79881704100392,42.69965870307167,262.7812618058179,6.154177100879598
CMP_0231,Social Media,West,Consideration,2025-04-19,48463,7233,1307,2382661,6.700262684916356,0.1806995714088206,48.16453789488889,37.079571537872994,329.41531867828013,8.884010926119144
CMP_0232,Email,West,Consideration,2025-04-29,14135,1006,160,92960,14.050695825049702,0.1590457256461232,5.5765829501238064,88.34375,92.40556660039762,1.0459774075743629
CMP_0233,Paid Ads,North,Awareness,2025-01-21,10722,1454,487,285382,7.37414030261348,0.3349381017881706,25.61648946092147,22.016427104722794,196.27372764786796,8.914876456305885
CMP_0234,Paid Ads,North,Consideration,2025-06-07,32413,2521,939,679836,12.857199523998414,0.3724712415708052,19.974177027735784,34.51863684771033,269.669178897263,7.812277758446609
CMP_0235,Email,South,Conversion,2025-01-13,32236,2959,624,321360,10.894221020615072,0.2108820547482257,8.968978781486538,51.66025641025641,108.60425819533626,2.1022787291813447
CMP_0236,Social Media,West,Awareness,2025-06-11,20514,1698,552,729192,12.081272084805654,0.3250883392226148,34.54606610119918,37.16304347826087,429.4416961130742,11.555611594736128
CMP_0237,Email,South,Conversion,2025-01-04,48896,3785,1397,2627757,12.918361955085864,0.3690885072655218,52.741758017015705,35.000715819613454,694.2554821664465,19.835465244325214
CMP_0238,Paid Ads,North,Awareness,2025-06-05,42212,7338,2596,1718552,5.752521122921777,0.353774870536931,39.71240405571875,16.26040061633282,234.19896429544835,14.403025474059126
CMP_0239,Referral,South,Consideration,2025-04-12,45386,4214,652,660476,10.7702895111533,0.1547223540579022,13.552417044903716,69.61042944785277,156.73374466065496,2.2515842224198437
CMP_0240,Referral,North,Awareness,2025-02-28,25331,4789,1852,1572348,5.289413238671957,0.3867195656713301,61.07208558683037,13.677645788336934,328.32491125495926,24.00448997845267
CMP_0241,SEO,West,Awareness,2025-05-08,23060,4507,960,1132800,5.116485467051254,0.2130019968937208,48.12402428447528,24.020833333333332,251.34235633459065,10.463515268048873
CMP_0242,Email,East,Conversion,2025-01-27,6196,840,169,335803,7.376190476190477,0.2011904761904762,53.196739832149774,36.662721893491124,399.7654761904762,10.903867894801563
CMP_0243,Email,West,Conversion,2025-03-10,17297,1235,146,277108,14.005668016194331,0.1182186234817813,15.020581603746315,118.47260273972603,224.37894736842105,1.8939311045724387
CMP_0244,SEO,South,Consideration,2025-01-25,7787,826,203,327845,9.427360774818402,0.2457627118644068,41.10157955566971,38.35960591133005,396.90677966101697,10.346998365376454
CMP_0245,SEO,South,Awareness,2025-05-11,28816,4888,648,440640,5.895253682487725,0.132569558101473,14.291504719600225,44.46913580246913,90.14729950900164,2.0271880233839905
CMP_0246,SEO,West,Awareness,2025-04-07,45695,4802,838,1040796,9.51582673885881,0.1745106205747605,21.77702155596893,54.52863961813843,216.74219075385255,3.9748321665768347
CMP_0247,Paid Ads,West,Awareness,2025-01-25,24702,1557,303,552672,15.865125240847783,0.1946050096339113,21.373572990041293,81.52475247524752,354.95953757225436,4.354009387272005
CMP_0248,Email,North,Consideration,2025-05-28,30242,4037,1383,1602897,7.491206341342581,0.3425811245974733,52.00234772832485,21.86695589298626,397.0515234084716,18.157603891075865
CMP_0249,Paid Ads,South,Consideration,2025-06-11,7176,1268,459,785808,5.659305993690852,0.36198738170347,108.50501672240804,15.633986928104575,619.7223974763407,39.63943428673919
CMP_0250,SEO,South,Consideration,2025-06-03,25127,4256,811,1489807,5.90390037593985,0.1905545112781954,58.29108130696064,30.982737361282368,350.0486372180451,11.298183021603636
CMP_0251,Email,West,Consideration,2025-05-06,46560,3551,1269,1258848,13.111799493100536,0.3573641227823148,26.037113402061856,36.6903073286052,354.5052098000563,9.662094313493803
CMP_0252,Paid Ads,East,Consideration,2025-05-13,32228,4863,1736,2468592,6.62718486530948,0.3569812872712317,75.59774109470025,18.56451612903226,507.62739049969156,27.343960218054622
CMP_0253,Paid Ads,South,Conversion,2025-01-09,25208,2094,689,432003,12.038204393505254,0.3290353390639923,16.137535702951443,36.58635703918723,206.3051575931232,5.638854870741902
CMP_0254,SEO,East,Awareness,2025-04-26,33482,2770,398,775702,12.087364620938628,0.143682310469314,22.167731915656173,84.12562814070351,280.03682310469316,3.3287932499751465
CMP_0255,Email,West,Awareness,2025-06-27,14171,2566,788,838432,5.522603273577553,0.3070927513639906,58.16533766142121,17.983502538071065,326.74668745128605,18.169246327825377
CMP_0256,SEO,West,Awareness,2025-05-14,40219,3517,1348,2305080,11.43559852146716,0.3832812055729315,56.31321017429573,29.83605341246291,655.4108615297129,21.967076290858873
CMP_0257,Email,North,Awareness,2025-03-01,38396,3435,1046,1097254,11.17787481804949,0.3045123726346433,27.5772997187207,36.70745697896749,319.4334788937409,8.702141340838967
CMP_0258,Referral,South,Awareness,2025-06-21,47589,2384,475,452200,19.961828859060404,0.199244966442953,8.502195885603816,100.18736842105262,189.68120805369128,1.8932647003614989
CMP_0259,Social Media,East,Awareness,2025-05-01,45546,8225,2057,1995290,5.537507598784194,0.2500911854103343,42.80823782549511,22.14195430238211,242.5884498480243,10.95605412851592
CMP_0260,Social Media,North,Awareness,2025-05-19,8696,1468,431,640897,5.923705722070845,0.2935967302452316,72.70020699172034,20.17633410672854,436.5783378746594,21.638139791165845
CMP_0261,Social Media,South,Awareness,2025-06-24,25058,3610,913,1129381,6.941274238227146,0.2529085872576177,44.07067603160667,27.44578313253012,312.8479224376731,11.398761001899416
CMP_0262,SEO,North,Conversion,2025-04-18,25313,4114,559,404157,6.152892561983471,0.1358774914924647,14.966380910994353,45.28264758497317,98.23942634905202,2.1694717863990864
CMP_0263,Referral,West,Awareness,2025-04-18,24149,1758,340,222020,13.736632536973834,0.1934015927189988,8.193755435007661,71.0264705882353,126.29124004550626,1.778086944199434
CMP_0264,Email,South,Conversion,2025-05-11,46075,5471,1864,1973976,8.421677938219704,0.3407055382928167,41.84266956049919,24.71834763948498,360.80716505209284,14.596734794511148
CMP_0265,Paid Ads,North,Consideration,2025-03-17,9956,1022,366,311100,9.741682974559687,0.3581213307240704,30.2474889513861,27.202185792349727,304.40313111545987,11.190392325056077
CMP_0266,Email,North,Awareness,2025-01-30,15195,973,137,228790,15.616649537512847,0.1408016443987667,14.05692662059888,110.91240875912409,235.1387461459404,2.1200400277718874
CMP_0267,Paid Ads,East,Consideration,2025-01-21,22076,2713,1046,887008,8.137117582012532,0.3855510504976041,39.17974270701214,21.105162523900574,326.9472908219683,15.491342009411978
CMP_0268,Email,North,Consideration,2025-06-05,6105,1148,228,155268,5.31794425087108,0.1986062717770035,24.432923832923837,26.776315789473685,135.25087108013938,5.0511381828455
CMP_0269,Referral,South,Consideration,2025-06-10,20417,1143,341,387376,17.862642169728783,0.2983377077865267,17.973208600675907,59.87390029325513,338.91163604549433,5.660423563281263
CMP_0270,Paid Ads,South,Conversion,2025-06-12,29729,2786,906,1374402,10.670854271356784,0.3251974156496769,45.23102021595076,32.81346578366446,493.32447954055993,15.034208297075157
CMP_0271,SEO,East,Consideration,2025-06-29,35099,2847,978,663084,12.32841587636108,0.3435194942044257,17.89182027978005,35.88854805725971,232.90621707060063,6.489708547110955
CMP_0272,Email,South,Consideration,2025-02-03,37598,3222,1236,1930632,11.669149596523898,0.3836126629422718,50.34932709186659,30.419093851132686,599.2029795158287,19.698252106004688
CMP_0273,Email,West,Consideration,2025-02-10,34961,6512,1262,1604002,5.368703931203931,0.1937960687960687,44.87975172334888,27.70285261489699,246.31480343980343,8.891315521324675
CMP_0274,Paid Ads,South,Awareness,2025-02-20,17602,2115,756,1053108,8.322458628841607,0.3574468085106383,58.828883081468014,23.28306878306878,497.92340425531916,21.385643314226865
CMP_0275,SEO,South,Awareness,2025-06-24,14256,1709,238,363188,8.341720304271504,0.139262726740784,24.47615039281706,59.89915966386555,212.5149210064365,3.5478781705620013
CMP_0276,SEO,North,Conversion,2025-03-23,25584,4197,1307,1980105,6.0957827019299495,0.3114129139861806,76.39622420262664,19.574598316755928,471.7905646890636,24.10218371046772
CMP_0277,Referral,North,Conversion,2025-02-27,39681,2903,936,526968,13.66896314157768,0.3224250775060282,12.280108868224088,42.39423076923077,181.5253186358939,4.2818401311256435
CMP_0278,SEO,South,Awareness,2025-03-16,30792,3790,1149,606672,8.124538258575198,0.3031662269129287,18.70226032735776,26.798955613577025,160.0717678100264,5.973059925101336
CMP_0279,SEO,East,Conversion,2025-01-23,26904,3080,541,471211,8.735064935064935,0.1756493506493506,16.5145331549212,49.73012939001848,152.9905844155844,3.0764163755884315
CMP_0280,SEO,North,Awareness,2025-06-25,48361,6748,2442,1455432,7.166716064018969,0.3618850029638411,29.09515932259465,19.803849303849304,215.6834617664493,10.890986820654437
CMP_0281,Social Media,East,Consideration,2025-05-08,39540,7905,1190,2338350,5.001897533206831,0.1505376344086021,58.13884673748103,33.226890756302524,295.80645161290323,8.902622089513274
CMP_0282,Referral,South,Consideration,2025-05-30,31536,5216,605,1044230,6.04601226993865,0.1159892638036809,32.112316083206494,52.12561983471075,200.19746932515338,3.8406731653259065
CMP_0283,Email,South,Conversion,2025-01-17,24164,2650,835,1614890,9.118490566037735,0.3150943396226415,65.83040887270319,28.938922155688623,609.3924528301886,21.057883550455532
CMP_0284,Paid Ads,West,Awareness,2025-03-10,17996,3133,760,1133920,5.744015320778806,0.2425789977657197,62.00955767948433,23.678947368421053,361.9278646664539,15.28479535155062
CMP_0285,Email,North,Awareness,2025-04-18,7871,595,211,109720,13.228571428571428,0.3546218487394958,12.939778935332232,37.30331753554503,184.4033613445378,4.943350177067397
CMP_0286,Referral,South,Conversion,2025-05-19,27626,1507,324,399816,18.33178500331785,0.2149966821499668,13.472453485846666,85.26543209876543,265.30590577305907,3.111529482026755
CMP_0287,Paid Ads,West,Awareness,2025-04-04,15521,1252,188,305500,12.396964856230031,0.1501597444089457,18.68301011532762,82.55851063829788,244.00958466453673,2.955595768116288
CMP_0288,Referral,North,Consideration,2025-01-15,48410,4892,1716,2692404,9.895748160261652,0.3507767784137367,54.61669076637058,28.210955710955712,550.3687653311529,19.50904361306049
CMP_0289,SEO,South,Conversion,2025-04-01,6132,776,205,115825,7.902061855670103,0.2641752577319587,17.888617090671886,29.91219512195122,149.2590206185567,4.989905288128527
CMP_0290,Paid Ads,South,Conversion,2025-06-12,38467,5472,857,944414,7.029788011695906,0.1566154970760234,23.551277718563963,44.88564760793466,172.59027777777777,3.845110563744393
CMP_0291,SEO,North,Awareness,2025-02-02,19534,3644,1151,1941737,5.360592755214051,0.3158616904500549,98.40293846626396,16.971329278887925,532.8586717892426,31.39758017965692
CMP_0292,Email,North,Conversion,2025-05-05,28854,3649,924,1509816,7.907371882707591,0.2532200602904905,51.32605531295488,31.227272727272727,413.76157851466155,13.250006881109977
CMP_0293,Email,North,Awareness,2025-01-16,47998,6008,1690,1414530,7.98901464713715,0.2812916111850865,28.47060294178924,28.401183431952663,235.44107856191744,8.289833384091848
CMP_0294,Paid Ads,South,Awareness,2025-06-11,44065,2535,604,375688,17.382642998027613,0.2382642998027613,7.5257687507091795,72.95529801324503,148.20039447731756,2.031386321667986
CMP_0295,Paid Ads,South,Awareness,2025-03-07,12812,707,246,232716,18.121640735502123,0.347949080622348,17.16390883546675,52.08130081300813,329.15983026874113,6.320115379808799
CMP_0296,Referral,West,Awareness,2025-06-17,9557,1267,442,490620,7.54301499605367,0.3488555643251775,50.33619336611908,21.622171945701357,387.22967640094714,17.908916707043907
CMP_0297,Referral,East,Awareness,2025-06-05,7179,830,259,469826,8.649397590361446,0.3120481927710843,64.4444908761666,27.71814671814672,566.055421686747,20.421835104731507
CMP_0298,SEO,North,Conversion,2025-02-16,48798,8582,1129,1320930,5.686087159170357,0.1315544162199953,26.069347104389525,43.22232063773251,153.91866697739454,3.561092155774385
CMP_0299,Paid Ads,South,Consideration,2025-06-16,14065,1042,366,708210,13.498080614203454,0.3512476007677543,49.35264841805901,38.42896174863388,679.6641074856046,17.686246949145488
CMP_0300,Email,South,Consideration,2025-05-28,13275,713,214,238396,18.61851332398317,0.3001402524544179,16.958267419962336,62.032710280373834,334.3562412342216,5.389998917071444
CMP_0301,Referral,North,Conversion,2025-05-04,40948,4805,1485,2073060,8.521956295525495,0.3090530697190427,49.62664843215786,27.574410774410776,431.43808532778354,15.646321107545145
CMP_0302,Referral,East,Conversion,2025-01-01,25700,2200,459,358020,11.681818181818182,0.2086363636363636,12.930739299610895,55.99128540305011,162.73636363636365,2.9064587902370005
CMP_0303,Email,North,Consideration,2025-03-28,44464,2554,929,1454814,17.409553641346907,0.3637431480031323,31.718918675782657,47.86221743810549,569.6217697729053,11.90128247838766
CMP_0304,Referral,East,Consideration,2025-05-08,47351,7514,2386,2612670,6.301703486824594,0.3175405908969922,54.17665941585183,19.845347862531433,347.70694703220653,17.52082903463168
CMP_0305,SEO,South,Consideration,2025-03-08,32794,2188,292,350984,14.988117001828154,0.1334552102376599,9.702689516374946,112.3082191780822,160.41316270566728,1.4283296795162177
CMP_0306,Paid Ads,East,Consideration,2025-01-04,33783,4771,1060,1668440,7.080905470551247,0.2221756445189687,48.386969777698845,31.870754716981132,349.70446447285684,10.972581841199073
CMP_0307,Email,West,Consideration,2025-06-02,21998,2027,741,525369,10.852491366551554,0.3655648741983226,22.882580234566777,29.686909581646425,259.18549580661073,8.73063243898075
CMP_0308,Paid Ads,South,Awareness,2025-02-16,18869,1434,163,101875,13.158298465829846,0.1136680613668061,4.399067253166569,115.76073619631902,71.04253835425384,0.6137015078564511
CMP_0309,Referral,West,Conversion,2025-02-07,49525,5297,2057,2038487,9.34963186709458,0.3883330186898244,40.16076728924786,24.07632474477394,384.838021521616,15.984085013023003
CMP_0310,Referral,North,Awareness,2025-05-23,33152,5643,1714,2500726,5.874889243310296,0.303739145844409,74.4321307915058,19.34189031505251,443.1554137869927,22.911690975835715
CMP_0311,Email,North,Consideration,2025-01-21,25954,2824,817,1200173,9.190509915014164,0.2893059490084986,45.24231332357248,31.767441860465116,424.99043909348444,13.378176340424474
CMP_0312,SEO,North,Consideration,2025-02-26,36555,5944,1076,1162080,6.149899057873486,0.1810228802153432,30.789905621665984,33.97304832713755,195.50471063257066,5.754700277407907
CMP_0313,Social Media,East,Consideration,2025-04-27,21654,1490,260,331760,14.532885906040269,0.174496644295302,14.32095686709153,83.28461538461538,222.65771812080536,2.6734555607005355
CMP_0314,Email,South,Awareness,2025-02-15,40236,6675,2553,1932621,6.027865168539326,0.3824719101123595,47.03213540113331,15.760282021151585,289.53123595505616,18.370942573646943
CMP_0315,Social Media,North,Awareness,2025-05-22,20042,1714,324,554364,11.693115519253208,0.1890315052508751,26.660113761101687,61.858024691358025,323.4329054842474,5.228632939671497
CMP_0316,Social Media,North,Consideration,2025-05-25,30966,4694,1561,1137969,6.596932253941201,0.3325521942905837,35.74898275527998,19.837283792440743,242.43054963783553,12.220954853215181
CMP_0317,SEO,South,Awareness,2025-02-08,49314,6650,1449,996912,7.415639097744361,0.2178947368421052,19.215598004623438,34.033126293995856,149.9115789473684,4.404872407323211
CMP_0318,Social Media,North,Awareness,2025-05-17,19270,3649,517,1001946,5.280898876404494,0.1416826527815839,50.99512195121951,37.27272727272727,274.58098109070977,7.3668068097507495
CMP_0319,Social Media,West,Consideration,2025-04-09,35908,3881,400,203600,9.252254573563514,0.1030662200463798,4.670045672273588,89.77,52.46070600360732,0.5843901749315731
CMP_0320,SEO,South,Awareness,2025-03-18,20523,1229,323,528751,16.69894222945484,0.2628152969894223,24.763825951371636,63.538699690402474,430.2286411716843,6.7711275689935215
